,geometry,month_timestamp,detection_drives_count,avg_speed,near_miss_pedestrian_ratio,near_miss_bicycle_ratio,near_miss_vehicle_ratio,avg_pedestrian_on_road_volume,avg_bicycle_on_road_volume,braking_count,cornering_count,harsh_braking_ratio,harsh_cornering_ratio
0,"[[34.772099, 32.054769], [34.772205, 32.054769]]",1/1/2021,298,30.06288126,0,0,0,0.033557047,0.033557047,21,183,0,0.004966295
1,"[[34.774698, 32.08943], [34.774449, 32.089478]]",1/1/2021,126,26.21069216,0,0,0,0.071428571,0.015873016,0,0,0,0
2,"[[34.786151, 32.07445], [34.786218, 32.074516]]",1/1/2021,581,32.47598634,0.00172117,0,0,0.010327022,0,60,389,0,0.002570694
3,"[[34.777766, 32.038728], [34.777856, 32.038679]]",1/1/2021,294,34.19469847,0.003401361,0,0,0.013605442,0.003401361,29,201,0,0.003252965
4,"[[34.763697, 32.052037], [34.762973, 32.052226]]",1/1/2021,75,30.85962387,0,0,0,0.026666667,0,11,48,0,0.020833333
5,"[[34.777043, 32.036422], [34.777113, 32.036399]]",1/1/2021,91,52.57522584,0,0,0,0,0,22,57,0,0.056286544
6,"[[34.777204, 32.036181], [34.777163, 32.036042]]",1/1/2021,94,55.08416931,0,0,0,0,0,4,57,0,0.058733105
7,"[[34.783591, 32.058924], [34.783561, 32.058976]]",1/1/2021,105,25.81833522,0,0,0.00952381,0.00952381,0.019047619,16,83,0,0.004578313
8,"[[34.782561, 32.055555], [34.782889, 32.056609]]",1/1/2021,205,27.65912625,0.009756098,0.009756098,0.014634146,0.136585366,0.112195122,50,83,0,0.006004193
9,"[[34.779939, 32.067723], [34.780564, 32.067428]]",1/1/2021,175,24.63479897,0,0.011428571,0,0.08,0.097142857,23,40,0,0
10,"[[34.772169, 32.053305], [34.772221, 32.052574]]",1/1/2021,216,37.82405006,0,0.013888889,0.00462963,0.111111111,0.083333333,38,87,0,0.010788839
11,"[[34.774359, 32.07778], [34.774385, 32.077795]]",1/1/2021,278,29.36225235,0.007194245,0,0,0.017985612,0.007194245,8,199,0,0.00167504
12,"[[34.768726, 32.075338], [34.768613, 32.075384]]",1/1/2021,58,24.8457485,0,0,0,0.034482759,0,9,36,0,0
13,"[[34.769717, 32.075244], [34.768726, 32.075338]]",1/1/2021,85,25.0859308,0,0,0.023529412,0.058823529,0,36,52,0,0.006272788
14,"[[34.768994, 32.077347], [34.769527, 32.077046]]",1/1/2021,225,26.55423375,0,0,0,0.177777778,0.084444444,9,19,0,0
15,"[[34.773494, 32.093274], [34.773725, 32.093862]]",1/1/2021,82,23.92448532,0,0,0,0.146341463,0.073170732,0,0,0,0
16,"[[34.775988, 32.064522], [34.776902, 32.065372]]",1/1/2021,909,30.5051269,0,0.00110011,0.03410341,0.01980198,0.01980198,359,517,0,0.002017416
17,"[[34.776902, 32.065372], [34.775988, 32.064522]]",1/1/2021,423,27.79150011,0,0,0,0.219858156,0.231678487,0,0,0,0
18,"[[34.784075, 32.051473], [34.784085, 32.051199]]",1/1/2021,1674,67.33494587,0,0,0.000597372,0.002986858,0.000597372,169,294,0,0.002186588
19,"[[34.773404, 32.054815], [34.77303, 32.054801]]",1/1/2021,157,31.44875057,0,0,0,0.108280255,0.184713376,0,0,0,0
20,"[[34.786516, 32.09012], [34.786529, 32.090849]]",1/1/2021,200,27.24925337,0.02,0,0.025,0.055,0.03,50,63,0,0.009182587
21,"[[34.778648, 32.078828], [34.778025, 32.078208]]",1/1/2021,170,25.47039974,0.011764706,0,0.005882353,0.129411765,0.082352941,60,89,0,0
22,"[[34.765806, 32.052575], [34.76714, 32.052202]]",1/1/2021,483,43.83480911,0,0,0.004140787,0.055900621,0.039337474,79,286,0,0.042028983
23,"[[34.783037, 32.091675], [34.782954, 32.091611]]",1/1/2021,89,29.25819715,0,0,0,0.056179775,0.056179775,0,0,0,0
24,"[[34.77921, 32.103845], [34.780438, 32.104639]]",1/1/2021,196,31.12072356,0.015306122,0,0,0.265306122,0.030612245,42,63,0,0.005102048
25,"[[34.7727, 32.041075], [34.773068, 32.041408]]",1/1/2021,147,42.76716406,0.013605442,0.006802721,0.040816327,0.034013605,0.06122449,26,65,0,0.020688015
26,"[[34.766125, 32.042999], [34.766235, 32.043007]]",1/1/2021,340,32.87120261,0,0,0,0,0,25,269,0,0.219315944
27,"[[34.782981, 32.055257], [34.783631, 32.054944]]",1/1/2021,270,49.66509108,0,0,0,0.074074074,0.037037037,25,109,0,0
28,"[[34.77817, 32.082537], [34.778239, 32.082552]]",1/1/2021,130,28.40185908,0,0,0,0.053846154,0.030769231,5,76,0,0.050986842
29,"[[34.769527, 32.077046], [34.768994, 32.077347]]",1/1/2021,405,28.68477442,0.007407407,0.012345679,0.012345679,0.074074074,0.034567901,94,175,0,0.005714286
30,"[[34.774289, 32.054962], [34.774132, 32.054907]]",1/1/2021,59,31.58713744,0,0,0,0.220338983,0.152542373,0,0,0,0
31,"[[34.775463, 32.05484], [34.776102, 32.054712]]",1/1/2021,196,27.36992245,0,0.010204082,0.010204082,0.137755102,0.12244898,12,49,0,0.002586959
32,"[[34.779024, 32.074173], [34.776692, 32.074646]]",1/1/2021,2389,27.28379924,0.00083717,0,0.004185852,0.094600251,0.078694014,190,268,0,0.000275123
33,"[[34.774493, 32.076853], [34.77448, 32.076913]]",1/1/2021,357,28.99227476,0,0,0,0.019607843,0.016806723,19,231,0,0.007215009
34,"[[34.753178, 32.03784], [34.75313, 32.038523]]",1/1/2021,103,32.9517433,0,0,0.019417476,0.009708738,0,43,76,0,0.037232355
35,"[[34.786192, 32.065548], [34.786097, 32.065515]]",1/1/2021,364,42.31533758,0,0,0.008241758,0.027472527,0.019230769,20,184,0,0.012741543
36,"[[34.771129, 32.050761], [34.771234, 32.050696]]",1/1/2021,318,44.46135408,0,0,0.003144654,0.006289308,0,51,249,0,0.000892458
37,"[[34.788692, 32.104793], [34.788457, 32.106039]]",1/1/2021,578,57.72094964,0,0,0,0.012110727,0.008650519,56,333,0,0.014109324
38,"[[34.788485, 32.106619], [34.788486, 32.106637]]",1/1/2021,396,62.09925015,0,0,0,0,0,18,208,0,0.004807692
39,"[[34.764149, 32.068356], [34.76396, 32.067777]]",1/1/2021,66,24.08984548,0,0,0,0.090909091,0.015151515,0,0,0,0
40,"[[34.789134, 32.077103], [34.78902, 32.077128]]",1/1/2021,142,26.80167077,0,0,0.035211268,0.028169014,0.014084507,44,91,0,0.020573868
41,"[[34.784387, 32.050345], [34.784401, 32.050587]]",1/1/2021,60,85.97946093,0,0,0,0.066666667,0,0,0,0,0
42,"[[34.768383, 32.08096], [34.768458, 32.080706]]",1/1/2021,74,27.98999068,0,0,0,0.162162162,0.040540541,0,0,0,0
43,"[[34.773409, 32.052229], [34.773236, 32.051615]]",1/1/2021,79,26.09305019,0.063291139,0,0,0.037974684,0,17,67,0,0.018692194
44,"[[34.759775, 32.035672], [34.759853, 32.035677]]",1/1/2021,386,41.38753886,0,0,0.002590674,0.005181347,0,104,279,0,0.005734767
45,"[[34.759959, 32.035693], [34.760013, 32.035706]]",1/1/2021,386,39.51801765,0,0,0.005181347,0,0,83,280,0,0.011607143
46,"[[34.779063, 32.085232], [34.779324, 32.085866]]",1/1/2021,136,17.81458023,0,0,0,0.301470588,0.014705882,0,0,0,0
47,"[[34.773046, 32.051006], [34.772857, 32.050432]]",1/1/2021,88,22.79856582,0.011363636,0,0.022727273,0.068181818,0.011363636,53,62,0,0.017124645
48,"[[34.775987, 32.083779], [34.775882, 32.083841]]",1/1/2021,139,35.12546996,0,0,0,0,0.007194245,13,90,0,0
49,"[[34.776655, 32.057334], [34.776732, 32.057283]]",1/1/2021,69,29.88901657,0,0,0,0.043478261,0.014492754,3,46,0,0
50,"[[34.784356, 32.075711], [34.784368, 32.075583]]",1/1/2021,66,18.71584676,0,0,0.03030303,0.045454545,0.015151515,7,33,0,0.126096152
51,"[[34.782497, 32.054577], [34.782951, 32.054438]]",1/1/2021,290,31.66246573,0,0,0.034482759,0.017241379,0.010344828,96,169,0,0.010483456
52,"[[34.788895, 32.102704], [34.78893, 32.10255]]",1/1/2021,161,42.59594635,0,0,0,0,0.01242236,18,125,0,0.022833344
53,"[[34.783339, 32.079348], [34.784107, 32.079291]]",1/1/2021,109,25.23040881,0,0,0.009174312,0.091743119,0.018348624,13,37,0,0
54,"[[34.783415, 32.09873], [34.783222, 32.098659]]",1/1/2021,89,38.53211764,0,0,0,0.471910112,0.179775281,0,0,0,0
55,"[[34.786362, 32.054211], [34.786216, 32.054192]]",1/1/2021,121,41.38677164,0,0,0,0.016528926,0.024793388,2,77,0,0.048176584
56,"[[34.765597, 32.06874], [34.765742, 32.068933]]",1/1/2021,52,24.91903612,0,0,0,0.211538462,0,15,28,0,0
57,"[[34.770845, 32.030813], [34.770697, 32.031216]]",1/1/2021,222,35.58547914,0,0,0.04954955,0.004504505,0,101,132,0,0
58,"[[34.771547, 32.029904], [34.771317, 32.030114]]",1/1/2021,193,55.92121344,0,0,0,0,0,18,142,0,0.014084507
59,"[[34.783641, 32.059069], [34.783682, 32.058999]]",1/1/2021,109,46.53737143,0,0,0,0,0.009174312,6,60,0,0
60,"[[34.782304, 32.088316], [34.782505, 32.089386]]",1/1/2021,270,29.3460948,0,0,0,0.240740741,0.062962963,0,0,0,0
61,"[[34.775658, 32.095359], [34.775454, 32.094756]]",1/1/2021,105,27.12398531,0,0,0,0.228571429,0.076190476,0,0,0,0
62,"[[34.773952, 32.055207], [34.774178, 32.055728]]",1/1/2021,301,30.22019018,0.003322259,0,0.009966777,0.023255814,0.019933555,40,150,0,0.003384613
63,"[[34.752547, 32.046779], [34.752579, 32.046014]]",1/1/2021,150,28.29332112,0,0.013333333,0,0.093333333,0.08,25,36,0,0
64,"[[34.786133, 32.073333], [34.786075, 32.073335]]",1/1/2021,70,44.19965866,0,0,0,0.114285714,0,0,0,0,0
65,"[[34.77429, 32.077678], [34.774312, 32.077733]]",1/1/2021,264,28.99278718,0,0,0,0,0,11,201,0,0.029436154
66,"[[34.774332, 32.077767], [34.774359, 32.07778]]",1/1/2021,250,30.20783005,0,0,0,0,0,9,198,0,0.001262626
67,"[[34.774499, 32.077967], [34.774501, 32.077991]]",1/1/2021,278,29.94654408,0,0,0.003597122,0,0,19,200,0,0.0125
68,"[[34.770247, 32.033859], [34.770134, 32.034096]]",1/1/2021,284,37.37080706,0,0,0.014084507,0.01056338,0.003521127,22,109,0,0
69,"[[34.770134, 32.034096], [34.770029, 32.03425]]",1/1/2021,304,37.83576618,0.006578947,0,0.006578947,0,0.006578947,31,111,0,0.009009009
70,"[[34.769159, 32.036264], [34.769139, 32.036534]]",1/1/2021,215,49.42428093,0,0,0,0.009302326,0.009302326,19,147,0,0.008843537
71,"[[34.770589, 32.040513], [34.770667, 32.040569]]",1/1/2021,313,39.15312295,0,0,0,0.006389776,0,19,258,0,0.055317391
72,"[[34.784685, 32.072558], [34.784455, 32.072559]]",1/1/2021,83,21.31814953,0.024096386,0,0.012048193,0.120481928,0,2,43,0,0.015178605
73,"[[34.787185, 32.093812], [34.78718, 32.093396]]",1/1/2021,71,16.01907118,0,0,0,0.056338028,0.070422535,0,0,0,0
74,"[[34.752579, 32.046014], [34.752547, 32.046779]]",1/1/2021,273,27.06121514,0.007326007,0,0.047619048,0.043956044,0.058608059,64,105,0,0.00135579
75,"[[34.776784, 32.051444], [34.776683, 32.051021]]",1/1/2021,79,22.99222991,0.025316456,0,0,0.101265823,0.101265823,7,13,0,0
76,"[[34.784885, 32.054521], [34.784707, 32.054597]]",1/1/2021,131,48.363078,0,0,0,0.022900763,0.022900763,7,77,0,0
77,"[[34.777549, 32.05775], [34.777351, 32.057836]]",1/1/2021,105,25.90741732,0.019047619,0.047619048,0,0,0.00952381,39,59,0,0
78,"[[34.78303, 32.055324], [34.782626, 32.055515]]",1/1/2021,151,16.7896654,0.052980132,0.006622517,0.046357616,0.066225166,0.079470199,62,72,0,0.000992069
79,"[[34.785169, 32.05915], [34.785526, 32.059163]]",1/1/2021,401,27.15514744,0,0,0.029925187,0.007481297,0,116,262,0,0
80,"[[34.758888, 32.049564], [34.758962, 32.049557]]",1/1/2021,166,26.05397994,0,0,0,0.006024096,0.012048193,14,117,0,0
81,"[[34.772344, 32.089791], [34.77237, 32.089843]]",1/1/2021,874,37.86329587,0,0,0,0.009153318,0.00228833,58,574,0,0.005117596
82,"[[34.780361, 32.070105], [34.780577, 32.070045]]",1/1/2021,437,31.68741669,0,0.004576659,0.00228833,0.032036613,0.013729977,78,245,0,0
83,"[[34.781731, 32.102026], [34.781775, 32.101946]]",1/1/2021,290,32.82903028,0,0,0,0,0,30,226,0,0.02154142
84,"[[34.75466, 32.054981], [34.754709, 32.054972]]",1/1/2021,64,34.4565052,0,0,0,0.015625,0,5,50,0,0
85,"[[34.779679, 32.093792], [34.780579, 32.093182]]",1/1/2021,159,29.08580296,0.031446541,0,0.012578616,0.094339623,0.018867925,41,62,0,0.003990677
86,"[[34.775615, 32.059318], [34.774402, 32.059858]]",1/1/2021,59,23.19967844,0.050847458,0,0,0,0.050847458,11,14,0,0.013891929
87,"[[34.750787, 32.039048], [34.750723, 32.038891]]",1/1/2021,147,41.07270749,0,0,0,0,0.034013605,13,77,0,0.012987013
88,"[[34.788908, 32.081179], [34.788894, 32.081095]]",1/1/2021,50,19.38030818,0,0,0,0.44,0.02,0,0,0,0
89,"[[34.777155, 32.057794], [34.778834, 32.057062]]",1/1/2021,323,36.70630209,0.009287926,0,0,0.086687307,0.055727554,49,70,0,0.016348043
90,"[[34.789876, 32.06003], [34.790527, 32.060022]]",1/1/2021,161,35.72700965,0,0,0.00621118,0,0,26,120,0,0
91,"[[34.780456, 32.062051], [34.780266, 32.061822]]",1/1/2021,93,17.82673052,0,0,0,0.096774194,0.139784946,0,0,0,0
92,"[[34.754648, 32.051471], [34.754824, 32.051555]]",1/1/2021,71,28.08075049,0,0,0,0.014084507,0,5,45,0,0
93,"[[34.779637, 32.062691], [34.779685, 32.062594]]",1/1/2021,102,39.574986,0.019607843,0,0.039215686,0.088235294,0.107843137,0,0,0,0
94,"[[34.772634, 32.065484], [34.772213, 32.065362]]",1/1/2021,132,22.24240347,0,0,0.022727273,0.098484848,0.03030303,36,52,0,0.002324596
95,"[[34.784359, 32.059354], [34.784227, 32.059342]]",1/1/2021,139,31.05899714,0,0,0,0.014388489,0.014388489,15,108,0,0.006613759
96,"[[34.784622, 32.059373], [34.784443, 32.059363]]",1/1/2021,127,25.78867656,0,0,0,0,0,28,104,0,0
97,"[[34.784042, 32.05933], [34.78392, 32.059304]]",1/1/2021,202,34.41904915,0,0,0,0,0.004950495,36,152,0,0.010690789
98,"[[34.780983, 32.064139], [34.780938, 32.064143]]",1/1/2021,57,28.73934398,0,0,0,0,0,5,37,0,0.010565108
99,"[[34.783607, 32.075541], [34.783536, 32.075539]]",1/1/2021,99,33.62967201,0,0,0,0.060606061,0.01010101,0,0,0,0
100,"[[34.780896, 32.089743], [34.780368, 32.088491]]",1/1/2021,423,24.62532883,0.002364066,0.007092199,0.023640662,0.037825059,0.021276596,133,164,0,0.001931329
101,"[[34.784898, 32.082257], [34.785393, 32.082115]]",1/1/2021,72,20.60780103,0,0,0,0.069444444,0.083333333,6,15,0,0
102,"[[34.785743, 32.054081], [34.786027, 32.054084]]",1/1/2021,243,41.37259009,0,0,0.008230453,0.020576132,0.049382716,70,141,0,0.002659574
103,"[[34.785393, 32.082115], [34.787206, 32.08183]]",1/1/2021,62,21.62101632,0.016129032,0,0.016129032,0.048387097,0.032258065,11,11,0,0
104,"[[34.772313, 32.051827], [34.772329, 32.051892]]",1/1/2021,178,39.46013096,0,0,0,0.005617978,0,35,143,0,0
105,"[[34.772082, 32.051332], [34.772188, 32.05152]]",1/1/2021,186,39.2265167,0,0,0.005376344,0.010752688,0.005376344,17,148,0,0
106,"[[34.787022, 32.054156], [34.787367, 32.054152]]",1/1/2021,167,45.68139087,0,0,0.005988024,0.011976048,0.053892216,15,98,0,0
107,"[[34.787367, 32.054152], [34.788204, 32.054158]]",1/1/2021,196,43.07525433,0,0,0.005102041,0.051020408,0.107142857,56,97,0,0
108,"[[34.787955, 32.078373], [34.788071, 32.078368]]",1/1/2021,149,28.68608473,0.006711409,0,0.040268456,0.060402685,0,70,89,0,0
109,"[[34.780368, 32.088491], [34.780162, 32.087922]]",1/1/2021,260,27.86630205,0,0.003846154,0.007692308,0.038461538,0.011538462,36,148,0,0.003547622
110,"[[34.749882, 32.037409], [34.749957, 32.0374]]",1/1/2021,106,33.35723552,0,0,0,0.009433962,0,2,84,0,0.050595238
111,"[[34.746776, 32.038132], [34.74676, 32.038076]]",1/1/2021,91,31.09835364,0,0,0,0.032967033,0,13,73,0,0.068656233
112,"[[34.746832, 32.040641], [34.746768, 32.040339]]",1/1/2021,111,37.10491668,0.018018018,0,0.009009009,0.018018018,0.009009009,22,75,0,0.008888893
113,"[[34.783868, 32.048673], [34.783856, 32.048553]]",1/1/2021,690,48.10554012,0,0,0.008695652,0.001449275,0.002898551,87,528,0,0.003787879
114,"[[34.783381, 32.047263], [34.783294, 32.047225]]",1/1/2021,158,34.43974773,0,0,0,0,0,11,144,0,0.055261674
115,"[[34.760705, 32.042753], [34.760197, 32.043445]]",1/1/2021,98,33.76334096,0.010204082,0,0.010204082,0.020408163,0,42,64,0,0
116,"[[34.780005, 32.077697], [34.779923, 32.077712]]",1/1/2021,96,26.15321841,0,0,0,0.03125,0,3,41,0,0
117,"[[34.772205, 32.054769], [34.772099, 32.054769]]",1/1/2021,53,26.55049464,0,0,0,0.150943396,0.226415094,0,0,0,0
118,"[[34.784322, 32.082554], [34.784638, 32.082376]]",1/1/2021,92,26.89171049,0.032608696,0.065217391,0,0.065217391,0.076086957,28,51,0,0
119,"[[34.75978, 32.049769], [34.75966, 32.04973]]",1/1/2021,69,25.86139832,0,0,0.014492754,0.014492754,0.028985507,9,50,0,0.01285714
120,"[[34.775108, 32.054905], [34.775271, 32.054885]]",1/1/2021,202,26.95342791,0,0,0,0.004950495,0.014851485,46,148,0,0.0015015
121,"[[34.755428, 32.0466], [34.755244, 32.046252]]",1/1/2021,125,23.31478373,0,0,0.048,0.016,0.024,33,52,0,0.006685673
122,"[[34.782691, 32.090845], [34.782741, 32.090777]]",1/1/2021,56,31.88832502,0,0,0,0.089285714,0.053571429,0,8,0,0.141025625
123,"[[34.77523, 32.088227], [34.77549, 32.089294]]",1/1/2021,243,25.84338153,0,0,0,0.139917695,0.189300412,0,0,0,0
124,"[[34.781917, 32.08542], [34.781905, 32.085349]]",1/1/2021,141,34.8335477,0,0,0,0.092198582,0.021276596,0,0,0,0
125,"[[34.751912, 32.042563], [34.751888, 32.042493]]",1/1/2021,115,35.8790212,0.008695652,0,0,0.060869565,0.026086957,11,62,0,0
126,"[[34.772435, 32.084801], [34.772225, 32.084379]]",1/1/2021,249,25.22670699,0,0,0,0.18875502,0.156626506,0,0,0,0
127,"[[34.772483, 32.084893], [34.772435, 32.084801]]",1/1/2021,113,25.87783137,0,0,0,0.10619469,0.03539823,0,0,0,0
128,"[[34.776712, 32.076169], [34.77665, 32.076124]]",1/1/2021,96,19.82066734,0,0,0,0.052083333,0.03125,28,54,0,0.016975315
129,"[[34.771486, 32.082965], [34.771893, 32.083744]]",1/1/2021,915,36.93519398,0.009836066,0.005464481,0.003278689,0.103825137,0.054644809,263,408,0,0.000503127
130,"[[34.770049, 32.076773], [34.770721, 32.076434]]",1/1/2021,415,27.1177494,0.007228916,0.002409639,0,0.18313253,0.106024096,14,37,0,0
131,"[[34.774763, 32.092576], [34.77474, 32.092491]]",1/1/2021,70,28.09144494,0,0,0,0.028571429,0,0,0,0,0
132,"[[34.776102, 32.091699], [34.775874, 32.090838]]",1/1/2021,387,32.00108405,0,0,0,0.064599483,0.054263566,100,212,0,0.000483363
133,"[[34.783561, 32.059184], [34.78363, 32.059155]]",1/1/2021,125,42.20618408,0,0,0,0,0,8,89,0,0.01498127
134,"[[34.784815, 32.070443], [34.784833, 32.070406]]",1/1/2021,105,27.38617088,0,0,0.019047619,0,0,12,68,0,0.098023603
135,"[[34.774491, 32.063845], [34.773865, 32.063653]]",1/1/2021,271,28.36115115,0,0,0,0.420664207,0.280442804,0,0,0,0
136,"[[34.779368, 32.090902], [34.779442, 32.091477]]",1/1/2021,140,19.80612141,0.057142857,0.007142857,0.021428571,0.057142857,0.064285714,47,57,0,0
137,"[[34.749552, 32.050895], [34.749663, 32.051109]]",1/1/2021,92,34.32247128,0.010869565,0,0.010869565,0.032608696,0.119565217,15,58,0,0
138,"[[34.780787, 32.044669], [34.780815, 32.044301]]",1/1/2021,139,42.90347981,0,0,0,0.043165468,0.028776978,14,48,0,0
139,"[[34.789553, 32.059323], [34.789575, 32.060034]]",1/1/2021,273,19.57312585,0.007326007,0,0.021978022,0.054945055,0.032967033,129,172,0,0.015248895
140,"[[34.784741, 32.072606], [34.784745, 32.072901]]",1/1/2021,286,33.21396491,0,0,0,0.034965035,0.013986014,44,140,0,0.007465279
141,"[[34.775874, 32.090838], [34.775745, 32.090325]]",1/1/2021,303,29.81749914,0.00990099,0,0.00330033,0.079207921,0.02640264,95,205,0,0
142,"[[34.788441, 32.062785], [34.788799, 32.063156]]",1/1/2021,1977,47.36207325,0,0,0.015680324,0.000505817,0.001011634,2,13,0,0
143,"[[34.747307, 32.034967], [34.746985, 32.03469]]",1/1/2021,152,46.19524961,0,0,0,0.019736842,0.032894737,21,95,0,0
144,"[[34.78042, 32.06366], [34.780498, 32.063677]]",1/1/2021,179,36.75791601,0,0,0.005586592,0.016759777,0.005586592,34,115,0,0.009689443
145,"[[34.770498, 32.082409], [34.769723, 32.082546]]",1/1/2021,112,23.09076831,0,0,0,0.053571429,0.026785714,0,0,0,0
146,"[[34.779108, 32.074819], [34.779024, 32.074173]]",1/1/2021,345,16.54144451,0.043478261,0.002898551,0.060869565,0.07826087,0.037681159,75,98,0,0.010310929
147,"[[34.781511, 32.088304], [34.781255, 32.088346]]",1/1/2021,207,29.62213799,0,0,0,0.09178744,0.043478261,0,0,0,0
148,"[[34.767721, 32.044995], [34.767884, 32.04501]]",1/1/2021,82,22.3958233,0,0,0,0.012195122,0.012195122,2,10,0,0.0071429
149,"[[34.762383, 32.057329], [34.762674, 32.05744]]",1/1/2021,143,35.61325785,0.013986014,0,0,0.048951049,0.020979021,26,87,0,0
150,"[[34.78186, 32.073659], [34.781887, 32.073707]]",1/1/2021,368,28.90968774,0,0,0.008152174,0.010869565,0.005434783,20,213,0,0.189986211
151,"[[34.787414, 32.06138], [34.787511, 32.06161]]",1/1/2021,2982,45.2446666,0,0,0.013078471,0.002682763,0.000335345,336,1232,0,0.000859435
152,"[[34.78713, 32.090854], [34.787187, 32.090855]]",1/1/2021,386,41.61077827,0,0,0,0.012953368,0.010362694,23,233,0,0.004291845
153,"[[34.78929, 32.063497], [34.789456, 32.063567]]",1/1/2021,953,53.38268436,0,0,0.003147954,0.004197272,0.001049318,5,25,0,0
154,"[[34.76762, 32.04554], [34.767853, 32.045306]]",1/1/2021,323,31.71939839,0,0.003095975,0.012383901,0.00619195,0.003095975,89,197,0,0.010380792
155,"[[34.78062, 32.046194], [34.780612, 32.046371]]",1/1/2021,216,39.55124488,0,0,0,0.027777778,0.013888889,20,118,0,0.008474576
156,"[[34.769208, 32.079139], [34.769269, 32.079139]]",1/1/2021,80,23.64017267,0,0,0,0.0125,0.0125,5,62,0,0.040322581
157,"[[34.78239, 32.088138], [34.782282, 32.088194]]",1/1/2021,138,19.90917616,0,0,0,0.137681159,0.130434783,0,0,0,0
158,"[[34.752629, 32.050124], [34.752467, 32.05014]]",1/1/2021,63,34.01602832,0,0,0,0.031746032,0.015873016,6,47,0,0
159,"[[34.780693, 32.046892], [34.780866, 32.047086]]",1/1/2021,216,37.45664136,0.00462963,0,0.018518519,0.009259259,0.013888889,49,140,0,0.00587055
160,"[[34.783421, 32.094079], [34.783382, 32.094084]]",1/1/2021,136,26.81434357,0.007352941,0,0,0.058823529,0.007352941,19,92,0,0.006793478
161,"[[34.788992, 32.082813], [34.788976, 32.082546]]",1/1/2021,626,38.84013927,0,0.001597444,0.004792332,0.022364217,0.020766773,69,352,0,0.004784918
162,"[[34.770971, 32.05104], [34.770629, 32.051194]]",1/1/2021,349,36.20676298,0,0,0.008595989,0,0.011461318,137,276,0,0
163,"[[34.77158, 32.072812], [34.771358, 32.072362]]",1/1/2021,388,24.91694034,0.010309278,0.007731959,0.023195876,0.056701031,0.023195876,73,192,0,0
164,"[[34.785955, 32.059517], [34.785845, 32.059151]]",1/1/2021,12623,75.12687351,0,0,0.002138953,0,0,425,3975,0,0.004011899
165,"[[34.781349, 32.064369], [34.781277, 32.064307]]",1/1/2021,79,20.07855708,0,0,0.113924051,0,0,19,31,0,0.018145161
166,"[[34.786686, 32.061613], [34.786637, 32.061511]]",1/1/2021,8059,70.65836313,0,0,0.000620424,0,0,240,3489,0,0.009660688
167,"[[34.785657, 32.067602], [34.787219, 32.068888]]",1/1/2021,535,39.42465356,0,0,0.059813084,0.026168224,0.013084112,166,233,0,0.000299429
168,"[[34.786582, 32.061764], [34.786394, 32.061455]]",1/1/2021,9230,62.81782254,0,0,0.000108342,0.000216685,0,101,395,0,0.001012658
169,"[[34.760118, 32.035746], [34.76017, 32.035767]]",1/1/2021,391,40.12264713,0,0,0,0.002557545,0,33,274,0,0.008081336
170,"[[34.782954, 32.091611], [34.783037, 32.091675]]",1/1/2021,390,33.55421835,0,0,0,0.028205128,0.012820513,16,227,0,0.176710952
171,"[[34.773925, 32.060532], [34.774085, 32.060527]]",1/1/2021,463,31.15431512,0,0,0.002159827,0.099352052,0.056155508,23,225,0,0.032950124
172,"[[34.784284, 32.053367], [34.784225, 32.052517]]",1/1/2021,25047,79.44598505,0,0,0.000279475,0.00023955,0,532,2944,0,0.004378013
173,"[[34.766266, 32.036721], [34.766391, 32.036803]]",1/1/2021,467,56.87351589,0,0,0,0,0,31,328,0,0.037841064
174,"[[34.776284, 32.070691], [34.776202, 32.070243]]",1/1/2021,315,20.56643931,0.012698413,0,0.038095238,0.028571429,0.034920635,44,132,0,0.004000386
175,"[[34.759924, 32.05939], [34.75961, 32.059177]]",1/1/2021,482,35.07431231,0,0,0.018672199,0.014522822,0.006224066,76,304,0,0.006907895
176,"[[34.756973, 32.055209], [34.757457, 32.055116]]",1/1/2021,275,29.56851803,0,0,0,0.138181818,0.032727273,9,12,0,0
177,"[[34.782028, 32.075611], [34.783299, 32.075658]]",1/1/2021,161,27.81217168,0,0,0,0.204968944,0.136645963,0,0,0,0
178,"[[34.779371, 32.063144], [34.779471, 32.063183]]",1/1/2021,275,38.67694682,0,0,0,0.058181818,0.014545455,20,153,0,0.001452431
179,"[[34.761047, 32.054772], [34.760377, 32.054856]]",1/1/2021,193,33.39500072,0,0,0,0.14507772,0.134715026,0,0,0,0
180,"[[34.783311, 32.075535], [34.781968, 32.075487]]",1/1/2021,480,26.25596758,0,0,0,0.104166667,0.05625,0,0,0,0
181,"[[34.787407, 32.069297], [34.78738, 32.06932]]",1/1/2021,154,22.27964851,0,0,0,0.006493506,0,8,124,0,0.134792629
182,"[[34.78784, 32.062385], [34.78791, 32.062481]]",1/1/2021,8302,53.02701207,0,0,0.000240906,0,0,648,5591,0,0.005740905
183,"[[34.779894, 32.071754], [34.780005, 32.071691]]",1/1/2021,66,20.00043039,0,0,0,0.166666667,0.075757576,0,0,0,0
184,"[[34.774422, 32.076939], [34.774439, 32.076869]]",1/1/2021,691,39.32420159,0,0,0,0.013024602,0.00723589,70,467,0,0.004282655
185,"[[34.774449, 32.076922], [34.774422, 32.076939]]",1/1/2021,54,22.61236846,0,0,0,0.074074074,0.12962963,0,0,0,0
