,geometry,month_timestamp,detection_drives_count,avg_speed,near_miss_pedestrian_ratio,near_miss_bicycle_ratio,near_miss_vehicle_ratio,avg_pedestrian_on_road_volume,avg_bicycle_on_road_volume,braking_count,cornering_count,harsh_braking_ratio,harsh_cornering_ratio
6712,"[[34.760367, 32.03738], [34.760378, 32.037503]]",1/1/2021,988,43.07675526,0,0,0,0,0.002024291,76,808,0,0.131149099
6713,"[[34.762804, 32.044979], [34.762907, 32.046247]]",1/1/2021,745,50.30109191,0,0,0.002684564,0.001342282,0.006711409,202,542,0,0
6714,"[[34.760569, 32.036242], [34.760623, 32.036363]]",1/1/2021,1115,40.96895653,0.000896861,0,0,0,0,156,879,0,0.00206443
6715,"[[34.760623, 32.036363], [34.760646, 32.036444]]",1/1/2021,1123,40.89196998,0,0,0.003561888,0,0,130,887,0,0.001540775
6716,"[[34.760361, 32.035752], [34.760439, 32.036026]]",1/1/2021,1286,41.06182384,0,0,0.010108865,0.000777605,0.00466563,263,955,0,0.00104712
6717,"[[34.788642, 32.064874], [34.787171, 32.065154]]",1/1/2021,300,34.75883102,0,0,0,0.336666667,0.186666667,0,0,0,0
6718,"[[34.788182, 32.083965], [34.786445, 32.084369]]",1/1/2021,2114,39.92197781,0.000946074,0.000946074,0.005203406,0.014664144,0.013245033,307,417,0,0.000166341
6719,"[[34.770212, 32.086827], [34.77012, 32.086706]]",1/1/2021,461,48.67214081,0,0,0,0.002169197,0.004338395,25,322,0,0
6720,"[[34.769627, 32.085026], [34.76959, 32.084798]]",1/1/2021,432,42.75453667,0,0,0.006944444,0,0,138,357,0,0
6721,"[[34.781425, 32.081558], [34.78142, 32.081459]]",1/1/2021,115,28.3027071,0,0,0,0.182608696,0.069565217,0,0,0,0
6722,"[[34.779324, 32.085866], [34.779063, 32.085232]]",1/1/2021,813,22.20526112,0.019680197,0.001230012,0.019680197,0.046740467,0.04797048,139,208,0,0.005603788
6723,"[[34.783078, 32.098719], [34.782429, 32.098685]]",1/1/2021,602,48.92894376,0,0,0,0.003322259,0.003322259,56,441,0,0.000283447
6724,"[[34.782849, 32.091453], [34.782829, 32.091317]]",1/1/2021,1684,34.50629049,0,0,0.000593824,0.00415677,0.004750594,280,1263,0,0.008661844
6725,"[[34.761659, 32.03652], [34.761743, 32.036524]]",1/1/2021,501,50.17488953,0,0,0,0,0.001996008,28,350,0,0.012619049
6726,"[[34.783295, 32.098532], [34.78333, 32.09848]]",1/1/2021,1949,36.36246916,0,0,0,0.000513084,0,117,1535,0,0.100815625
6727,"[[34.782888, 32.099163], [34.783181, 32.098723]]",1/1/2021,656,33.51652558,0,0,0.007621951,0.00152439,0.00304878,273,417,0,3.00E-05
6728,"[[34.781689, 32.101832], [34.781657, 32.101764]]",1/1/2021,827,40.36015998,0,0,0,0,0,57,635,0,0.062182227
6729,"[[34.788039, 32.069921], [34.788457, 32.070428]]",1/1/2021,1487,39.7521929,0.000672495,0,0.010087424,0.00268998,0.00268998,245,621,0,0.000536768
6730,"[[34.760692, 32.036344], [34.760768, 32.036375]]",1/1/2021,508,45.39487303,0,0,0.007874016,0,0,69,373,0,0.08179178
6731,"[[34.779211, 32.089931], [34.778599, 32.090008]]",1/1/2021,165,24.14925965,0,0,0.03030303,0.036363636,0,18,81,0,0
6732,"[[34.766227, 32.065106], [34.765795, 32.06542]]",1/1/2021,104,32.82005431,0,0,0,0.028846154,0.038461538,0,0,0,0
6733,"[[34.777083, 32.084777], [34.77762, 32.085571]]",1/1/2021,309,27.85685937,0.009708738,0.01618123,0.012944984,0.064724919,0.080906149,64,99,0,0.000655909
6734,"[[34.781257, 32.083232], [34.780471, 32.083032]]",1/1/2021,476,18.91718896,0.00210084,0,0.008403361,0.294117647,0.121848739,16,21,0,0
6735,"[[34.785665, 32.065645], [34.785635, 32.065653]]",1/1/2021,160,53.93406454,0,0,0,0,0.00625,1,78,0,0
6736,"[[34.761785, 32.039876], [34.761757, 32.039802]]",1/1/2021,936,63.76633571,0,0,0,0,0,161,566,0,0.004038364
6737,"[[34.759224, 32.034879], [34.759214, 32.034579]]",1/1/2021,924,64.52389238,0,0,0,0.001082251,0,53,648,0,0.000734861
6738,"[[34.780043, 32.071776], [34.780156, 32.072011]]",1/1/2021,365,22.67909159,0.010958904,0,0.008219178,0.073972603,0.030136986,16,101,0,0.01781401
6739,"[[34.779107, 32.072032], [34.778999, 32.071716]]",1/1/2021,803,26.96051332,0,0,0.00124533,0.053549191,0.01494396,59,371,0,0.035703121
6740,"[[34.787172, 32.068988], [34.786663, 32.068567]]",1/1/2021,299,43.27991586,0,0,0,0.006688963,0.030100334,50,146,0,0.001026493
6741,"[[34.779403, 32.060703], [34.779193, 32.060418]]",1/1/2021,81,26.45878854,0,0,0,0.24691358,0.160493827,0,0,0,0
6742,"[[34.785731, 32.093813], [34.786424, 32.093792]]",1/1/2021,259,26.6888657,0,0,0.003861004,0.073359073,0.123552124,12,17,0,0.013305294
6743,"[[34.769328, 32.035121], [34.769361, 32.035052]]",1/1/2021,75,41.71921116,0,0,0,0,0,5,60,0,0
6744,"[[34.770389, 32.031682], [34.770406, 32.031515]]",1/1/2021,109,27.25569144,0,0,0,0,0.009174312,12,41,0,0
6745,"[[34.769568, 32.034711], [34.769697, 32.034524]]",1/1/2021,165,39.33252436,0,0,0.012121212,0.012121212,0.012121212,29,68,0,0
6746,"[[34.781722, 32.075586], [34.781833, 32.075604]]",1/1/2021,76,18.49192699,0,0,0,0.302631579,0.118421053,0,0,0,0
6747,"[[34.75163, 32.034127], [34.751415, 32.033281]]",1/1/2021,78,36.01822856,0,0,0,0,0,14,33,0,0
6748,"[[34.754846, 32.036702], [34.754552, 32.036403]]",1/1/2021,54,41.31919724,0,0,0,0.018518519,0,2,31,0,0
6749,"[[34.758806, 32.036902], [34.758677, 32.03698]]",1/1/2021,258,41.52525591,0.003875969,0,0,0,0,3,206,0,0
6750,"[[34.76046, 32.037007], [34.760398, 32.037053]]",1/1/2021,234,38.3671174,0,0,0,0,0,69,196,0,0
6751,"[[34.771096, 32.082279], [34.771139, 32.08227]]",1/1/2021,264,28.3178994,0,0,0,0.018939394,0.003787879,16,170,0,0.031372553
6752,"[[34.782449, 32.066473], [34.782744, 32.066319]]",1/1/2021,127,23.47656464,0.007874016,0.007874016,0,0.023622047,0.031496063,0,1,0,0
6753,"[[34.788504, 32.07836], [34.788492, 32.078224]]",1/1/2021,121,32.46302493,0,0,0,0.115702479,0.033057851,0,0,0,0
6754,"[[34.788922, 32.077151], [34.788859, 32.077199]]",1/1/2021,192,25.11702909,0,0,0,0.03125,0.052083333,5,89,0,0.105493135
6755,"[[34.7824, 32.066626], [34.782184, 32.066737]]",1/1/2021,139,25.93443821,0.014388489,0,0.014388489,0.021582734,0.028776978,9,43,0,0.011313628
6756,"[[34.774422, 32.076939], [34.774324, 32.077347]]",1/1/2021,219,20.34090643,0,0,0,0.182648402,0.159817352,0,0,0,0
6757,"[[34.78193, 32.069691], [34.781633, 32.069759]]",1/1/2021,93,29.95847502,0,0,0,0.161290323,0.075268817,0,0,0,0
6758,"[[34.790228, 32.085632], [34.789941, 32.085591]]",1/1/2021,121,24.77877769,0,0,0,0.05785124,0.049586777,0,0,0,0
6759,"[[34.786823, 32.075694], [34.786897, 32.075626]]",1/1/2021,929,19.39651446,0.050592034,0,0.005382131,0.119483315,0,97,264,0,0.012696371
6760,"[[34.772295, 32.061738], [34.772047, 32.062387]]",1/1/2021,98,17.86652147,0,0,0,0.163265306,0.091836735,0,0,0,0
6761,"[[34.770124, 32.073642], [34.770415, 32.073847]]",1/1/2021,90,23.01182539,0,0,0.022222222,0.066666667,0.033333333,10,61,0,0
6762,"[[34.770415, 32.073847], [34.770779, 32.073919]]",1/1/2021,104,21.47239166,0.048076923,0.009615385,0.057692308,0.057692308,0.009615385,50,61,0,0
6763,"[[34.770871, 32.073937], [34.771154, 32.07381]]",1/1/2021,205,21.22637114,0.009756098,0,0.019512195,0.009756098,0.014634146,16,140,0,0
6764,"[[34.775696, 32.074897], [34.775824, 32.074828]]",1/1/2021,999,37.45530505,0.003003003,0,0.002002002,0.063063063,0.018018018,105,601,0,0.005650899
6765,"[[34.789654, 32.129081], [34.789551, 32.128899]]",1/1/2021,257,53.89287938,0,0,0,0,0,15,191,0,0.000747942
6766,"[[34.788714, 32.127148], [34.788555, 32.126295]]",1/1/2021,318,53.41420963,0,0,0,0,0.003144654,38,225,0,0.002962964
6767,"[[34.768922, 32.064625], [34.768867, 32.064887]]",1/1/2021,185,25.58412865,0,0,0,0.027027027,0,40,114,0,0.012153781
6768,"[[34.772886, 32.06179], [34.772725, 32.061779]]",1/1/2021,92,26.7707081,0,0,0.065217391,0.02173913,0.010869565,16,57,0,0
6769,"[[34.77339, 32.062018], [34.773392, 32.061986]]",1/1/2021,173,25.11877289,0,0.005780347,0.034682081,0.075144509,0.069364162,1,43,0,0
6770,"[[34.773392, 32.061986], [34.773384, 32.061966]]",1/1/2021,150,26.76993045,0,0,0.013333333,0.093333333,0.126666667,2,40,0,0
6771,"[[34.769874, 32.063411], [34.769826, 32.063628]]",1/1/2021,411,27.33135734,0.00486618,0.00243309,0.01703163,0.03649635,0.01216545,81,291,0,0.011879058
6772,"[[34.769837, 32.063768], [34.769826, 32.06389]]",1/1/2021,127,35.3663684,0,0,0,0.015748031,0.007874016,6,80,0,0
6773,"[[34.786906, 32.059249], [34.786952, 32.059414]]",1/1/2021,1508,33.16106974,0,0,0.00397878,0.015251989,0.0066313,154,1173,0,0.077091562
6774,"[[34.770289, 32.061513], [34.7702, 32.061929]]",1/1/2021,857,22.86029782,0.003500583,0.004667445,0.026837806,0.050175029,0.049008168,248,569,0,0.004657893
6775,"[[34.772526, 32.061148], [34.772695, 32.060667]]",1/1/2021,127,17.80764496,0.05511811,0.078740157,0.05511811,0.086614173,0.070866142,22,27,0,0.011644222
6776,"[[34.776902, 32.065372], [34.77794, 32.065165]]",1/1/2021,95,16.91509643,0,0,0,0.178947368,0.147368421,0,0,0,0
6777,"[[34.782551, 32.06959], [34.782789, 32.069552]]",1/1/2021,394,30.30558704,0.012690355,0.012690355,0.012690355,0.032994924,0.005076142,69,227,0,0
6778,"[[34.77866, 32.063542], [34.778431, 32.063619]]",1/1/2021,505,39.14356489,0,0,0.011881188,0.003960396,0,94,376,0,0.001146367
6779,"[[34.779371, 32.063144], [34.779326, 32.063184]]",1/1/2021,644,32.44907875,0,0,0,0.007763975,0.00310559,23,519,0,0.003757225
6780,"[[34.777382, 32.063799], [34.777282, 32.06379]]",1/1/2021,360,32.77020688,0,0,0.002777778,0,0.002777778,77,290,0,0
6781,"[[34.78138, 32.068756], [34.780623, 32.06882]]",1/1/2021,68,20.09266257,0,0,0,0.073529412,0,19,18,0,0.008928556
6782,"[[34.788841, 32.127565], [34.788714, 32.127148]]",1/1/2021,318,53.38913339,0,0,0,0,0,24,218,0,0.002554211
6783,"[[34.774117, 32.07582], [34.774302, 32.075934]]",1/1/2021,222,35.92300318,0,0,0.022522523,0.004504505,0.004504505,51,105,0,0
6784,"[[34.781496, 32.092773], [34.781341, 32.091952]]",1/1/2021,371,21.45526379,0.016172507,0.008086253,0.053908356,0.043126685,0.021563342,74,118,0,0
6785,"[[34.783843, 32.058656], [34.783879, 32.05856]]",1/1/2021,101,47.95106482,0,0,0,0.01980198,0.059405941,7,60,0,0
6786,"[[34.786387, 32.074678], [34.786303, 32.074586]]",1/1/2021,595,24.19942883,0,0,0,0.057142857,0,39,186,0,0
6787,"[[34.788131, 32.070354], [34.788061, 32.070348]]",1/1/2021,372,44.56192714,0.002688172,0,0,0.005376344,0,25,171,0,0.004177111
6788,"[[34.784356, 32.075711], [34.784297, 32.075707]]",1/1/2021,550,33.90877789,0,0,0,0.02,0.012727273,29,371,0,0.114285714
6789,"[[34.776355, 32.063457], [34.776403, 32.063446]]",1/1/2021,690,26.24081872,0,0,0.001449275,0.023188406,0.005797101,14,323,0,0.055985554
6790,"[[34.78179, 32.072966], [34.781775, 32.073388]]",1/1/2021,194,30.35049098,0,0,0,0.278350515,0.046391753,0,0,0,0
6791,"[[34.780121, 32.076375], [34.780115, 32.076906]]",1/1/2021,208,29.65125923,0,0,0.004807692,0.033653846,0,49,119,0,0.00497295
6792,"[[34.780115, 32.076906], [34.780121, 32.076375]]",1/1/2021,74,29.54404123,0,0,0,0.108108108,0.108108108,0,0,0,0
6793,"[[34.78177, 32.070909], [34.781847, 32.070983]]",1/1/2021,193,28.45531053,0,0,0,0.07253886,0.041450777,0,0,0,0
6794,"[[34.769291, 32.049127], [34.769268, 32.049231]]",1/1/2021,561,39.3694037,0,0,0,0.008912656,0.001782531,88,429,0,0.000245368
6795,"[[34.769317, 32.04959], [34.769467, 32.049938]]",1/1/2021,598,36.52891254,0,0,0.013377926,0.006688963,0.010033445,143,465,0,0.002983037
6796,"[[34.770854, 32.053891], [34.770872, 32.054026]]",1/1/2021,728,31.84410841,0,0,0,0.021978022,0.001373626,83,569,0,0.000811139
6797,"[[34.778656, 32.072541], [34.778836, 32.073191]]",1/1/2021,217,33.87202322,0.01843318,0.069124424,0,0.078341014,0.087557604,42,81,0,0.00304658
6798,"[[34.782375, 32.084345], [34.781729, 32.084452]]",1/1/2021,81,17.34751358,0.061728395,0,0.012345679,0.086419753,0.024691358,28,31,0,0
6799,"[[34.780107, 32.077686], [34.780114, 32.077007]]",1/1/2021,142,22.1406797,0,0,0,0.14084507,0.070422535,0,0,0,0
6800,"[[34.786387, 32.074678], [34.786818, 32.075303]]",1/1/2021,1622,25.79622986,0.021578298,0,0.001233046,0.161528977,0.001849568,168,408,0,0.00245098
6801,"[[34.782876, 32.099023], [34.782825, 32.098926]]",1/1/2021,247,32.09087274,0,0,0,0.008097166,0.004048583,12,199,0,0.121624156
6802,"[[34.782825, 32.098926], [34.782771, 32.098872]]",1/1/2021,237,34.32548018,0,0,0,0,0,11,195,0,0.120915749
6803,"[[34.777073, 32.064412], [34.776934, 32.06421]]",1/1/2021,246,21.75053126,0,0,0.06097561,0.012195122,0.008130081,0,0,0,0
6804,"[[34.778126, 32.082528], [34.778176, 32.082488]]",1/1/2021,61,17.89138716,0,0,0,0.229508197,0.098360656,0,0,0,0
6805,"[[34.789136, 32.070978], [34.789205, 32.071027]]",1/1/2021,102,23.07894062,0,0,0,0.068627451,0.039215686,0,0,0,0
6806,"[[34.770219, 32.0518], [34.770343, 32.052947]]",1/1/2021,879,31.035767,0,0,0.014789534,0.04778157,0.037542662,320,532,0,0.000866998
6807,"[[34.770857, 32.054479], [34.770858, 32.054556]]",1/1/2021,655,29.63752138,0,0,0.003053435,0.003053435,0.003053435,163,503,0,0.00171725
6808,"[[34.770398, 32.053195], [34.770444, 32.053302]]",1/1/2021,683,33.14016365,0,0,0.001464129,0.001464129,0.010248902,105,555,0,0.003386169
6809,"[[34.767955, 32.044237], [34.768034, 32.043669]]",1/1/2021,93,28.42182796,0,0,0,0,0,15,75,0,0.0138382
6810,"[[34.760073, 32.037144], [34.760006, 32.037145]]",1/1/2021,226,31.00657321,0,0,0,0,0,65,180,0,0.002777778
6811,"[[34.783647, 32.095445], [34.78355, 32.09718]]",1/1/2021,116,49.83271149,0,0,0,0.206896552,0.120689655,0,0,0,0
6812,"[[34.781725, 32.075493], [34.781745, 32.075265]]",1/1/2021,284,24.94270579,0,0,0,0.225352113,0.059859155,0,0,0,0
6813,"[[34.760154, 32.037139], [34.760073, 32.037144]]",1/1/2021,220,32.16820524,0,0,0.004545455,0,0,90,191,0,0.007329843
6814,"[[34.754252, 32.036179], [34.753242, 32.03577]]",1/1/2021,55,48.96255605,0,0,0,0,0.018181818,4,32,0,0.004166656
6815,"[[34.785212, 32.075739], [34.785593, 32.07583]]",1/1/2021,2419,44.60397252,0.002893758,0.001653576,0.000826788,0.023563456,0.022736668,316,1334,0,0
6816,"[[34.750965, 32.0311], [34.750656, 32.030482]]",1/1/2021,193,37.70824421,0,0,0.031088083,0.010362694,0,28,46,0,0
6817,"[[34.758382, 32.037098], [34.758205, 32.037162]]",1/1/2021,262,47.08201924,0,0,0,0,0,17,217,0,0
6818,"[[34.784716, 32.055935], [34.784675, 32.055733]]",1/1/2021,1785,65.47364302,0,0,0,0.000560224,0,73,790,0,0.001265823
6819,"[[34.78364, 32.07443], [34.783544, 32.075448]]",1/1/2021,197,27.15340779,0.025380711,0,0.025380711,0.121827411,0.081218274,52,57,0,0
6820,"[[34.765906, 32.072789], [34.765791, 32.072483]]",1/1/2021,134,33.31740806,0,0,0,0.097014925,0.007462687,0,0,0,0
6821,"[[34.780487, 32.073226], [34.780413, 32.072959]]",1/1/2021,109,26.84099195,0,0,0,0.073394495,0.073394495,0,0,0,0
6822,"[[34.7835, 32.093904], [34.7833, 32.092939]]",1/1/2021,776,40.9919719,0,0,0,0.347938144,0.010309278,0,0,0,0
6823,"[[34.762968, 32.068029], [34.762942, 32.06782]]",1/1/2021,68,38.69320182,0,0,0,0.132352941,0.014705882,2,20,0,0
6824,"[[34.783544, 32.075448], [34.78364, 32.07443]]",1/1/2021,94,27.13595365,0,0,0,0.372340426,0.074468085,0,0,0,0
6825,"[[34.778991, 32.063101], [34.77878, 32.062998]]",1/1/2021,364,31.7339311,0,0,0.013736264,0.010989011,0.013736264,55,238,0,0.018184261
6826,"[[34.782819, 32.091605], [34.782708, 32.091619]]",1/1/2021,96,18.37776997,0,0,0,0.125,0.145833333,0,0,0,0
6827,"[[34.783561, 32.059184], [34.783379, 32.059094]]",1/1/2021,143,34.25822007,0,0,0,0.041958042,0.048951049,24,68,0,0.009103647
6828,"[[34.776437, 32.060683], [34.77627, 32.060652]]",1/1/2021,375,33.90183126,0.005333333,0,0.016,0.005333333,0.013333333,85,278,0,0.003597122
6829,"[[34.785384, 32.070434], [34.785243, 32.070437]]",1/1/2021,124,28.17020421,0,0,0.008064516,0.048387097,0.008064516,6,55,0,0
6830,"[[34.777355, 32.080632], [34.777512, 32.081109]]",1/1/2021,112,26.24809246,0,0,0,0.053571429,0.017857143,0,0,0,0
6831,"[[34.783577, 32.056526], [34.783526, 32.056294]]",1/1/2021,312,55.36380593,0,0.006410256,0.006410256,0.016025641,0.006410256,41,187,0,0
6832,"[[34.781745, 32.075265], [34.781799, 32.075347]]",1/1/2021,248,21.02267639,0.024193548,0.004032258,0.040322581,0.108870968,0.024193548,53,63,0,0.052280508
6833,"[[34.768381, 32.082239], [34.768428, 32.082212]]",1/1/2021,119,22.89860682,0,0,0.016806723,0,0,47,81,0,0.092695469
6834,"[[34.785128, 32.0657], [34.784162, 32.065959]]",1/1/2021,1161,29.45826956,0.006029285,0.001722653,0.019810508,0.033591731,0.025839793,190,315,0,0.003174603
6835,"[[34.785175, 32.065529], [34.785213, 32.065491]]",1/1/2021,83,32.37915877,0,0,0,0.012048193,0,25,35,0,0
6836,"[[34.785697, 32.059392], [34.785596, 32.059406]]",1/1/2021,211,31.3275195,0,0,0,0.004739336,0.009478673,14,169,0,0
6837,"[[34.787171, 32.065154], [34.788642, 32.064874]]",1/1/2021,721,32.89433322,0.012482663,0.001386963,0.018030513,0.102635229,0.074895978,113,144,0,0.028875243
6838,"[[34.787386, 32.068775], [34.787265, 32.068454]]",1/1/2021,78,29.71824067,0,0,0,0.064102564,0.320512821,0,0,0,0
6839,"[[34.77876, 32.03791], [34.778831, 32.037939]]",1/1/2021,367,43.04774117,0.002724796,0,0.016348774,0,0,98,241,0,0.004782705
6840,"[[34.775353, 32.032995], [34.775098, 32.032507]]",1/1/2021,575,66.51042196,0,0,0,0.00173913,0.010434783,56,353,0,0.000764422
6841,"[[34.77311, 32.068719], [34.773278, 32.069272]]",1/1/2021,143,15.04891625,0.062937063,0,0.132867133,0.034965035,0.013986014,41,62,0,0.000935016
6842,"[[34.790021, 32.099182], [34.789634, 32.099143]]",1/1/2021,1266,66.15061588,0,0,0,0,0,118,1001,0,0.002430764
6843,"[[34.776414, 32.066179], [34.775058, 32.066607]]",1/1/2021,85,15.80384973,0,0,0,0.094117647,0.023529412,0,0,0,0
6844,"[[34.749592, 32.037021], [34.749938, 32.037312]]",1/1/2021,158,40.77001569,0.018987342,0,0.037974684,0.012658228,0,44,81,0,0
6845,"[[34.749125, 32.036594], [34.749565, 32.03699]]",1/1/2021,305,41.82696348,0,0,0,0.013114754,0.02295082,67,157,0,0.003694586
6846,"[[34.774709, 32.086123], [34.774638, 32.085862]]",1/1/2021,503,34.54607137,0,0,0,0.049701789,0.02584493,51,310,0,0
6847,"[[34.771516, 32.067023], [34.772332, 32.067213]]",1/1/2021,517,24.12350197,0.005802708,0.005802708,0.036750484,0.075435203,0.063829787,114,205,0,0.004375634
6848,"[[34.781101, 32.048287], [34.781196, 32.048977]]",1/1/2021,52,21.91367344,0,0,0,0.019230769,0,0,0,0,0
6849,"[[34.777242, 32.077508], [34.777733, 32.077403]]",1/1/2021,131,21.14922547,0.007633588,0,0.038167939,0.122137405,0.022900763,35,54,0,0.01449587
6850,"[[34.774472, 32.076032], [34.774592, 32.076082]]",1/1/2021,219,26.46812013,0.00456621,0,0.059360731,0.054794521,0.01369863,43,110,0,0.0034965
6851,"[[34.765538, 32.052665], [34.765518, 32.052809]]",1/1/2021,412,33.2615195,0,0,0.004854369,0.004854369,0,43,340,0,0.029543115
6852,"[[34.761137, 32.049689], [34.761883, 32.049444]]",1/1/2021,614,49.18305109,0,0,0.001628664,0.035830619,0.030944625,66,319,0,0.002197248
6853,"[[34.762752, 32.049075], [34.763178, 32.048898]]",1/1/2021,536,35.39645263,0.001865672,0,0.042910448,0.007462687,0.016791045,249,310,0,0.000129032
6854,"[[34.76344, 32.057762], [34.763111, 32.057653]]",1/1/2021,344,31.61074514,0.002906977,0,0.005813953,0.034883721,0.020348837,44,226,0,0
6855,"[[34.765516, 32.052075], [34.765538, 32.052665]]",1/1/2021,467,28.21172537,0.004282655,0.002141328,0.025695931,0,0.002141328,232,342,0,0.001992933
6856,"[[34.764632, 32.050236], [34.764833, 32.050607]]",1/1/2021,606,41.61578212,0,0,0,0.001650165,0.00330033,124,477,0,0.000535195
6857,"[[34.763346, 32.048822], [34.763529, 32.048735]]",1/1/2021,284,34.76367282,0,0,0,0.003521127,0.01056338,22,201,0,0.010616428
6858,"[[34.775441, 32.077832], [34.776514, 32.077666]]",1/1/2021,104,32.87473488,0.028846154,0.009615385,0.009615385,0.067307692,0.038461538,37,46,0,0.013640239
6859,"[[34.755536, 32.040588], [34.75566, 32.040774]]",1/1/2021,63,33.87643597,0,0,0,0.047619048,0,8,40,0,0
6860,"[[34.760566, 32.029921], [34.760507, 32.030217]]",1/1/2021,4495,71.8562097,0,0,0.000667408,0.000444939,0.000667408,346,2968,0,0.003167116
6861,"[[34.757343, 32.05692], [34.757124, 32.056615]]",1/1/2021,845,36.72473234,0.001183432,0,0.01183432,0.009467456,0.01183432,97,270,0,0
6862,"[[34.77715, 32.086464], [34.776314, 32.08666]]",1/1/2021,785,35.55287932,0.008917197,0.006369427,0.001273885,0.024203822,0.024203822,73,229,0,0.001161017
6863,"[[34.783002, 32.069319], [34.78316, 32.069471]]",1/1/2021,52,14.67676438,0,0,0.019230769,0.173076923,0.019230769,3,10,0,0.0380952
6864,"[[34.778856, 32.058588], [34.778655, 32.058715]]",1/1/2021,148,36.34843852,0,0,0,0.047297297,0,14,87,0,0
6865,"[[34.767582, 32.080013], [34.76733, 32.080029]]",1/1/2021,161,19.69851565,0,0,0.01242236,0.00621118,0,33,80,0,0.020681175
6866,"[[34.766191, 32.076497], [34.766077, 32.076521]]",1/1/2021,174,42.55074713,0,0,0,0,0,5,68,0,0
6867,"[[34.779152, 32.063107], [34.779188, 32.063067]]",1/1/2021,1065,38.97448141,0,0.000938967,0.005633803,0.021596244,0.004694836,63,620,0,0.000967742
6868,"[[34.78876, 32.078427], [34.790251, 32.078396]]",1/1/2021,56,24.6137422,0,0,0,0.214285714,0.035714286,0,0,0,0
6869,"[[34.787471, 32.099903], [34.786271, 32.099703]]",1/1/2021,61,22.05885803,0,0,0,0.114754098,0,14,20,0,0.0171875
6870,"[[34.782708, 32.091619], [34.782819, 32.091605]]",1/1/2021,300,32.70885221,0,0,0.003333333,0.016666667,0.01,40,217,0,0.002467065
6871,"[[34.773163, 32.095812], [34.77379, 32.095674]]",1/1/2021,99,27.41600314,0.01010101,0,0,0.02020202,0,30,47,0,0.021470404
6872,"[[34.788204, 32.054158], [34.78858, 32.054148]]",1/1/2021,189,38.23935647,0,0,0.005291005,0.021164021,0.058201058,31,99,0,0
6873,"[[34.776246, 32.08345], [34.77628, 32.083427]]",1/1/2021,227,33.03188671,0,0,0,0.022026432,0.004405286,6,155,0,0.019354839
6874,"[[34.769993, 32.085773], [34.769933, 32.086078]]",1/1/2021,207,50.01552557,0,0,0,0.014492754,0,30,108,0,0.001706611
6875,"[[34.77284, 32.095007], [34.773151, 32.095782]]",1/1/2021,108,29.71115419,0,0,0.018518519,0.009259259,0,42,45,0,0.000419289
6876,"[[34.776692, 32.074646], [34.779024, 32.074173]]",1/1/2021,3565,27.37818589,0.005329593,0.000280505,0.057223001,0.052173913,0.052454418,626,699,0,0.006854569
6877,"[[34.769088, 32.051601], [34.769332, 32.051528]]",1/1/2021,317,38.51208249,0.003154574,0,0,0,0,72,247,0,0
6878,"[[34.768081, 32.082177], [34.76792, 32.081889]]",1/1/2021,232,40.38782698,0,0,0,0,0,15,158,0,0.016541082
6879,"[[34.788024, 32.047059], [34.787849, 32.047047]]",1/1/2021,614,35.64093362,0,0,0.001628664,0.004885993,0.008143322,27,498,0,0.076474817
6880,"[[34.784208, 32.047486], [34.784262, 32.047652]]",1/1/2021,1171,48.03897156,0,0,0.000853971,0.001707942,0,126,832,0,0.000277367
6881,"[[34.784782, 32.048864], [34.784796, 32.048943]]",1/1/2021,1151,48.3794127,0,0,0,0,0,176,834,0,0.010551559
6882,"[[34.784807, 32.049034], [34.784802, 32.049134]]",1/1/2021,1166,47.42707251,0,0,0.005145798,0,0.000857633,184,827,0,0.014884551
6883,"[[34.784554, 32.049594], [34.784436, 32.049715]]",1/1/2021,1157,46.14476014,0,0,0.003457217,0,0.002592913,204,849,0,0.001899994
6884,"[[34.782017, 32.101902], [34.782097, 32.10194]]",1/1/2021,452,43.43865461,0,0,0,0,0.002212389,24,341,0,0.21738468
6885,"[[34.788457, 32.106039], [34.788453, 32.10606]]",1/1/2021,405,61.40482717,0,0,0,0,0,20,244,0,0.008196721
6886,"[[34.7871, 32.076421], [34.78756, 32.076572]]",1/1/2021,82,33.56584226,0,0,0,0.280487805,0,0,0,0,0
6887,"[[34.763403, 32.048719], [34.763435, 32.048607]]",1/1/2021,210,40.39145741,0,0,0.00952381,0.038095238,0.019047619,9,113,0,0.377422894
6888,"[[34.774231, 32.084304], [34.773606, 32.08449]]",1/1/2021,237,18.740334,0,0,0,0.17721519,0.080168776,0,0,0,0
6889,"[[34.777173, 32.085225], [34.777091, 32.084814]]",1/1/2021,76,22.71277087,0,0,0,0.144736842,0.078947368,0,0,0,0
6890,"[[34.760013, 32.035706], [34.760066, 32.035725]]",1/1/2021,377,39.96777117,0,0,0.01061008,0,0.00265252,64,276,0,0.009057971
6891,"[[34.757103, 32.051011], [34.757038, 32.050849]]",1/1/2021,86,22.61032865,0,0,0.023255814,0.011627907,0.034883721,5,51,0,0
6892,"[[34.785961, 32.075938], [34.786956, 32.07626]]",1/1/2021,3539,42.12509321,0.008759537,0.001412828,0.006781577,0.060751625,0.046058209,661,1241,0,0.000805802
6893,"[[34.788892, 32.076916], [34.790472, 32.077447]]",1/1/2021,6645,35.01207843,0.002257336,0.000752445,0.083671934,0.057486832,0.052520692,1149,1965,0,0.025461803
